Student_id,Age,Gender,School_type,Parent_education,study_hours,Attendance_percentage,Internet_access,Travel_time,Extra_activities,Study_method,Math_score,Science_score,English_score,Overall_score,Final_grade
249,18,Other,Private,Ph.D,3.4,53,yes,30-60 min,No,Coaching,39.1,31.6,34.5,40,E
250,14,Female,Public,High School,4.5,64.4,yes,<15 min,No,Notes,53.7,68.1,54.1,59.2,D
251,15,Female,Private,Ph.D,7.4,54.1,yes,30-60 min,No,Online videos,74.3,99.7,76.5,87.5,B
252,16,Male,Private,No Formal,3.8,57.1,yes,>60 min,Yes,Group study,55.5,51.3,55,48.8,E
253,15,Male,Public,Diploma,1.5,71.3,yes,<15 min,Yes,Notes,27,30.2,38.5,32.5,F
254,15,Other,Private,Diploma,5.5,70.4,no,15-30 min,Yes,Notes,74.5,82.2,61.5,63.2,D
255,17,Female,Private,No Formal,0.7,96.8,yes,30-60 min,No,Textbook,45,45.6,26.8,38.2,F
256,14,Other,Public,Diploma,7.6,56,yes,>60 min,No,Group study,74,61.4,71.1,77.6,C
257,18,Other,Private,High School,7.5,57.5,no,30-60 min,No,Coaching,82.6,94.5,88.1,87.9,B
258,14,Male,Public,Diploma,1.2,87.5,yes,15-30 min,Yes,Mixed,13.5,46.3,21.7,34.9,F
259,15,Female,Public,Diploma,4.6,51.1,yes,<15 min,Yes,Textbook,66.7,56.7,45.3,58.4,D
260,17,Other,Public,High School,6.5,82.5,yes,30-60 min,No,Group study,95.2,80.5,90.3,93.4,B
261,18,Female,Public,Post Graduate,4,87.4,yes,15-30 min,Yes,Group study,80.5,88.2,60.3,75.8,C
262,15,Female,Private,Graduate,4.1,81.4,yes,>60 min,No,Textbook,58.2,70.5,74,67.4,D
263,15,Female,Private,Ph.D,7.8,64.4,no,30-60 min,No,Coaching,86.2,98.5,87.4,86.1,B
264,19,Other,Public,Post Graduate,2.2,55.2,yes,>60 min,No,Group study,23.7,38.5,49.4,36.2,F
265,19,Other,Public,High School,4.4,99.7,yes,30-60 min,No,Online videos,65.3,58.8,63.1,75.7,C
266,17,Other,Private,High School,1.4,93,yes,<15 min,No,Group study,68.4,62.7,48.3,55.3,D
267,16,Female,Private,Ph.D,2.8,86.5,yes,<15 min,No,Coaching,48.2,58.7,59.4,51.8,E
268,16,Female,Private,High School,6.9,59.4,yes,30-60 min,Yes,Online videos,71,63,80.2,72.6,C
269,17,Female,Private,No Formal,5.9,71.5,no,<15 min,No,Textbook,54.6,94.8,53.4,69.4,D
270,17,Male,Private,Graduate,5.1,85.5,yes,15-30 min,Yes,Mixed,65.1,65.8,90.1,74.9,C
271,15,Other,Public,Ph.D,1.4,55.1,yes,30-60 min,No,Group study,18.7,23,22.3,30.2,F
272,14,Male,Private,High School,6.9,97.9,yes,<15 min,No,Group study,96.9,100,100,100,A
273,14,Other,Private,Graduate,2.7,97.8,yes,<15 min,No,Online videos,52.3,45.4,56.2,58.8,D
274,19,Female,Public,Diploma,4.5,57.5,yes,<15 min,Yes,Textbook,58.8,61.4,71,62.3,D
275,16,Other,Private,Diploma,2.3,59.9,yes,15-30 min,No,Online videos,54.4,42.4,28,49.2,E
276,16,Other,Public,Diploma,4.4,68.2,yes,30-60 min,No,Online videos,83.2,68.8,100,69,D
277,16,Female,Public,No Formal,4.7,72.5,yes,15-30 min,No,Mixed,64.8,50.3,60.1,60.3,D
278,18,Female,Private,Diploma,3.1,72,yes,<15 min,Yes,Notes,47.6,78.2,71.2,58.1,D
279,14,Female,Public,High School,4.3,84.4,yes,30-60 min,No,Textbook,57.5,61.8,71.5,70.7,C
280,14,Female,Public,Post Graduate,3.5,73.5,yes,>60 min,Yes,Textbook,46.4,64,60.3,56.5,D
281,15,Male,Private,High School,5.7,59.2,yes,<15 min,No,Online videos,77.3,61.5,85.9,75.9,C
282,16,Male,Private,Ph.D,4.6,63.1,yes,<15 min,No,Online videos,69.4,57.6,76.9,59.3,D
283,18,Other,Private,No Formal,7.1,70.6,yes,<15 min,No,Textbook,85.8,89.6,76.3,76.3,C
284,16,Other,Private,Diploma,0.9,76,yes,15-30 min,Yes,Mixed,48.7,29.6,44.1,28,F
285,16,Male,Private,High School,0.7,96.2,yes,<15 min,Yes,Notes,45.7,60.1,47.1,46.8,E
286,19,Male,Public,Diploma,1.9,54.8,yes,30-60 min,No,Mixed,31,34.5,42.5,36.4,F
287,14,Female,Public,Post Graduate,1.4,90.2,yes,30-60 min,No,Notes,52,59.2,54.9,52.6,E
288,17,Other,Public,Ph.D,4.4,65.5,yes,30-60 min,Yes,Textbook,51,71.4,71.4,69.3,D
289,17,Other,Public,Post Graduate,2,86.4,no,<15 min,Yes,Online videos,53,43.5,51,53.1,E
290,16,Other,Public,Graduate,0.6,62.9,yes,15-30 min,Yes,Group study,27.4,42.7,27.9,31,F
291,18,Male,Public,Graduate,2.6,69.3,yes,30-60 min,No,Coaching,30.1,34,40.5,42.2,E
292,15,Male,Public,Ph.D,4.3,72.2,no,30-60 min,Yes,Textbook,77.4,69.3,74.3,64.6,D
293,19,Female,Public,Ph.D,5.9,87.5,no,>60 min,Yes,Group study,74.9,80.7,94.4,82.4,C
294,15,Male,Private,Post Graduate,3.8,58.3,yes,<15 min,No,Mixed,50.9,59.1,36.1,55.9,D
295,17,Female,Public,No Formal,7.7,67.3,yes,>60 min,No,Online videos,72.7,88.8,84.2,88.3,B
296,17,Female,Private,High School,2,76.4,yes,15-30 min,No,Coaching,49.5,68.7,30.6,48,E
297,19,Other,Public,High School,4.4,82.9,yes,15-30 min,Yes,Notes,92.9,80.7,75.3,73.4,C
298,16,Male,Public,High School,2.4,53.8,yes,>60 min,Yes,Notes,50.5,44.9,35.6,48.5,E
299,15,Other,Public,Ph.D,6.6,54.7,yes,15-30 min,No,Textbook,86,73.1,62.7,75.1,C
300,14,Other,Private,No Formal,1.9,85.9,yes,>60 min,No,Notes,50.1,56.8,53.5,56.7,D
301,16,Other,Private,Ph.D,7.7,68.3,yes,30-60 min,Yes,Mixed,97.5,86.9,75.7,90.9,B
302,18,Other,Public,Post Graduate,5.9,58.3,yes,15-30 min,No,Notes,60,54.9,73.2,67.6,D
303,14,Other,Public,Graduate,4.7,63.2,yes,15-30 min,No,Textbook,49.6,80.9,62.2,60.2,D
304,19,Male,Private,High School,4.5,79.9,no,>60 min,Yes,Textbook,77.5,82.6,65.9,73.2,C
305,17,Female,Public,High School,3.2,97.7,yes,>60 min,No,Mixed,78.4,57.8,69,64.3,D
306,14,Female,Private,Post Graduate,0.7,86.6,yes,>60 min,Yes,Group study,37.1,48,41.5,45.8,E
307,15,Other,Private,Post Graduate,7.4,89.9,yes,>60 min,No,Mixed,99.7,100,97.4,96.6,A
308,17,Male,Public,Graduate,6.5,80.4,yes,15-30 min,No,Group study,55.3,70.7,100,75,C
309,15,Female,Private,Graduate,1.5,68.6,yes,>60 min,Yes,Mixed,28.2,21.1,36.6,39.1,F
310,14,Male,Private,Post Graduate,1.4,98.1,yes,>60 min,No,Textbook,76.3,42.1,51.3,50.3,E
311,17,Male,Private,Post Graduate,2.8,54.1,no,>60 min,Yes,Group study,43.4,36.5,55.7,48.2,E
312,18,Other,Private,Post Graduate,6.2,90.4,no,15-30 min,No,Textbook,85.3,91.1,100,91.6,B
313,14,Male,Public,High School,4.3,62.9,yes,30-60 min,Yes,Coaching,58.2,38.9,45.7,51.9,E
314,15,Other,Public,No Formal,5.4,80.4,yes,>60 min,No,Coaching,67,86.2,73.8,77.7,C
315,15,Other,Private,Diploma,0.5,99.1,yes,15-30 min,Yes,Group study,53.7,49.6,53.2,47.6,E
316,17,Other,Public,Diploma,7.4,92.1,yes,30-60 min,Yes,Online videos,100,100,95.4,100,A
317,18,Male,Public,Diploma,1.7,92.5,yes,>60 min,Yes,Textbook,47.1,56.5,53,50.5,E
318,18,Male,Private,Graduate,2.9,91.2,yes,<15 min,No,Coaching,65,39.6,70,50.5,E
319,19,Female,Public,Ph.D,7.6,72.7,yes,30-60 min,No,Coaching,65.5,59.2,78.9,81.4,C
320,18,Female,Public,Post Graduate,6,69.7,yes,<15 min,Yes,Notes,70.7,82.9,69.9,74.5,C
321,15,Other,Private,Post Graduate,4.3,75.9,yes,>60 min,Yes,Notes,82.4,62.1,87.3,69.2,D
322,14,Female,Public,Post Graduate,7,64.3,yes,15-30 min,No,Textbook,100,97.6,86,90.7,B
323,17,Male,Private,Diploma,1,73.9,yes,30-60 min,Yes,Coaching,30.4,33.8,38.1,35.1,F
324,19,Other,Public,Graduate,1.1,56.3,yes,<15 min,No,Online videos,27.3,36.1,15.1,34.1,F
325,19,Other,Public,Diploma,1.7,94.6,yes,<15 min,No,Group study,58.1,65.2,62.3,55.8,D
326,15,Female,Private,Post Graduate,2.5,86.8,yes,>60 min,Yes,Mixed,26.4,38.4,48.7,46.2,E
327,15,Other,Public,Ph.D,5.8,53.1,yes,>60 min,Yes,Group study,68.2,60.8,53.2,68.1,D
328,14,Other,Public,Diploma,4.5,83,yes,15-30 min,Yes,Coaching,63.5,74.2,60.4,60.8,D
329,14,Female,Public,Post Graduate,3.7,87.9,yes,30-60 min,Yes,Notes,56.4,73.4,73.7,64.1,D
330,17,Male,Private,No Formal,6.4,93.1,yes,<15 min,Yes,Coaching,95.9,100,90.5,96,A
331,17,Female,Public,Diploma,2.9,66.5,yes,<15 min,No,Online videos,55.8,42.3,50.6,55.8,D
332,16,Female,Public,Ph.D,1.1,81.5,no,30-60 min,Yes,Mixed,30.2,43,56.8,45.1,E
333,15,Other,Public,Post Graduate,3.5,63.8,no,<15 min,No,Textbook,60.9,51.2,61,61.6,D
334,18,Other,Public,Graduate,6.2,92.4,yes,30-60 min,Yes,Group study,68.4,76.2,89.4,82.6,C
335,16,Female,Public,High School,4.1,93.8,no,30-60 min,Yes,Textbook,62.8,61.3,81.9,69.4,D
336,18,Female,Private,Post Graduate,7.8,53.8,no,<15 min,Yes,Coaching,74.4,69.1,71.1,79.6,C
337,19,Female,Public,Ph.D,6.9,64.3,yes,30-60 min,Yes,Online videos,92.7,77.4,69.6,77.6,C
338,15,Female,Public,Diploma,6.4,55.1,yes,<15 min,Yes,Mixed,85,67.5,80,76.4,C
339,15,Female,Public,Post Graduate,6.3,69.9,yes,15-30 min,No,Mixed,97.2,77.2,73.8,81.9,C
340,19,Female,Private,Graduate,4.9,50.3,no,30-60 min,No,Mixed,45.7,43.3,51.7,51.8,E
341,17,Female,Public,Diploma,7.3,89.1,yes,15-30 min,No,Textbook,97.1,100,100,100,A
342,15,Other,Public,High School,4.9,71.6,yes,<15 min,Yes,Online videos,65.5,65.2,70.4,62.9,D
343,17,Male,Private,Graduate,3.3,76.7,yes,30-60 min,Yes,Online videos,52.9,56.9,48.7,51.9,E
344,17,Male,Private,Diploma,2,87.1,no,<15 min,Yes,Textbook,59.1,46.6,65.7,47.9,E
345,19,Other,Private,Graduate,6.6,85.6,yes,>60 min,No,Textbook,91.5,84.4,100,84.7,C
346,15,Other,Public,No Formal,3.3,65.7,yes,>60 min,Yes,Group study,65,58.1,47.6,55.8,D
347,19,Female,Public,Diploma,6.4,89.1,yes,>60 min,No,Mixed,87.8,100,100,90.6,B
348,19,Female,Private,Post Graduate,7.9,82,yes,15-30 min,No,Textbook,100,100,93.9,99.6,A
349,15,Female,Private,Ph.D,3.5,60.9,yes,<15 min,Yes,Online videos,48.2,54.1,38.2,53.1,E
350,14,Female,Public,High School,3.1,51.5,yes,>60 min,No,Online videos,64,30.7,41,40.1,E
351,17,Male,Private,Graduate,1.8,87.8,yes,30-60 min,No,Group study,41.3,51.2,49.3,44.4,E
352,14,Female,Private,High School,4.1,58.3,yes,15-30 min,Yes,Notes,66.5,60.4,59.6,65.1,D
353,15,Male,Private,Post Graduate,5.4,55.6,yes,<15 min,Yes,Notes,66.6,54.5,56.5,58.9,D
354,16,Male,Public,Diploma,2.8,71,yes,>60 min,No,Mixed,73.9,48,57.2,49.9,E
355,19,Female,Private,Post Graduate,4.1,96.1,no,15-30 min,Yes,Coaching,88.3,79,60.4,77.6,C
356,19,Other,Public,Diploma,4.5,85.9,yes,15-30 min,No,Mixed,62.3,80.5,69.6,70.8,C
357,14,Male,Public,High School,2.6,89.9,yes,>60 min,No,Coaching,76.6,56,53.7,65.9,D
358,19,Other,Private,Graduate,0.7,63.5,yes,30-60 min,Yes,Mixed,24.5,45.8,35.5,40.4,E
359,14,Female,Public,Graduate,2.1,91.8,no,15-30 min,Yes,Mixed,55.1,57.3,76.4,60.3,D
360,18,Other,Public,Post Graduate,6.5,70.8,no,>60 min,Yes,Group study,70.7,100,81.5,78.5,C
361,19,Female,Public,Post Graduate,2.6,99,yes,15-30 min,No,Textbook,63.3,66.1,91.2,67.5,D
362,19,Other,Public,Post Graduate,0.6,78.5,yes,15-30 min,No,Notes,47.8,50.8,34.7,40,E
363,15,Female,Public,Ph.D,3.7,80.3,yes,<15 min,No,Notes,80.4,86.9,81.8,69.4,D
364,19,Other,Private,Diploma,5.6,95.8,yes,<15 min,No,Coaching,90.7,68.2,87.4,78.2,C
365,14,Female,Private,Graduate,6.1,97.4,yes,<15 min,No,Online videos,74.6,79.5,62.7,79.7,C
366,17,Female,Private,Diploma,3.6,50.9,yes,15-30 min,No,Group study,35.7,55.2,44.2,50.2,E
367,16,Female,Private,Graduate,4.8,61.6,yes,>60 min,Yes,Online videos,67.2,53.4,76.5,62.3,D
368,15,Other,Private,No Formal,6.1,80.7,yes,>60 min,Yes,Textbook,85.1,78.8,87.3,82.9,C
369,14,Other,Public,Ph.D,7.2,50.2,yes,<15 min,Yes,Coaching,67.1,82.3,77.3,85.1,B
370,18,Male,Private,Graduate,5.3,65.9,yes,30-60 min,Yes,Textbook,71.9,83.5,58.9,75.5,C
371,16,Other,Private,Graduate,5.7,59.8,yes,15-30 min,No,Online videos,50.7,77.3,42.1,61,D
372,17,Other,Public,Ph.D,1.2,76.2,yes,>60 min,Yes,Textbook,11.7,31.3,41.9,33.1,F
373,16,Other,Public,Diploma,3.7,79.9,no,15-30 min,No,Notes,66.8,55.7,53.7,65.3,D
374,16,Female,Public,Diploma,7.2,59.5,yes,15-30 min,Yes,Online videos,75.7,100,98.7,82.2,C
375,19,Female,Private,Graduate,1.7,76.8,yes,30-60 min,No,Group study,31.5,43.5,47.9,37.8,F
376,14,Other,Private,Ph.D,2.8,69.8,yes,<15 min,No,Notes,41.5,48.7,14.4,40.8,E
377,18,Female,Private,High School,5.6,99.5,yes,15-30 min,Yes,Coaching,61,63.7,85.1,80.5,C
378,18,Female,Public,No Formal,7.3,53.3,yes,<15 min,Yes,Group study,63.6,58.7,67.7,74.8,C
379,16,Female,Private,No Formal,0.9,92,no,15-30 min,Yes,Textbook,38.7,32.7,35,36.3,F
380,15,Female,Public,Post Graduate,7,100,yes,<15 min,No,Mixed,100,100,100,100,A
381,14,Male,Public,No Formal,2.2,77.1,yes,>60 min,No,Notes,70.5,57.3,54.6,57,D
382,19,Male,Public,Post Graduate,7,84,yes,15-30 min,No,Online videos,85.2,77,86.5,83.1,C
383,19,Male,Public,Ph.D,7.2,56.4,yes,15-30 min,No,Group study,89.5,72.6,71.4,83.7,C
384,15,Female,Public,Post Graduate,6.3,67.5,yes,15-30 min,No,Group study,83.8,91.4,91.5,82.9,C
385,14,Female,Private,High School,7.4,59.1,yes,15-30 min,No,Mixed,91.7,88.2,66.9,83,C
386,14,Female,Public,Graduate,7.7,79.2,yes,<15 min,No,Notes,81.9,87,90.2,93.4,B
387,14,Other,Private,Diploma,7.4,97.1,yes,30-60 min,No,Textbook,86.6,92.9,90.5,93.7,B
388,18,Male,Public,No Formal,4.3,51.5,yes,<15 min,No,Online videos,58.1,50.9,74.3,59.2,D
389,19,Female,Private,High School,4,74.7,yes,<15 min,No,Notes,51.9,43.5,40.9,52,E
390,14,Male,Private,Post Graduate,1.3,86.2,yes,30-60 min,Yes,Group study,33.2,47.7,49,45.7,E
391,18,Male,Private,Graduate,2.1,71.5,no,15-30 min,Yes,Notes,27.5,63.8,50.8,43.5,E
392,15,Female,Private,Diploma,5.4,76.9,yes,30-60 min,No,Textbook,71.6,83.8,88.4,80.8,C
393,16,Male,Private,Post Graduate,1.5,72.6,yes,<15 min,No,Group study,40.5,53.8,45.1,47.9,E
394,17,Male,Private,Graduate,7.6,79.9,yes,>60 min,No,Coaching,97.5,91.6,100,94.3,B
395,18,Other,Public,Ph.D,2.2,53.4,yes,30-60 min,No,Group study,14,32.5,49.1,34.9,F
396,19,Other,Public,No Formal,1.2,77.3,yes,15-30 min,No,Notes,65.3,48.5,34.6,42.4,E
397,14,Male,Public,High School,2.3,75.6,yes,>60 min,No,Coaching,41.5,52.7,46.8,50.4,E
398,15,Male,Public,High School,0.9,59.1,yes,30-60 min,Yes,Coaching,15.7,37.5,32.7,32.1,F
399,15,Male,Public,Diploma,1.7,76.7,yes,>60 min,No,Group study,30.1,32,35.4,43.8,E
400,15,Female,Private,Ph.D,4.9,73.2,yes,30-60 min,Yes,Notes,60,60.3,77.5,61.5,D
401,19,Other,Public,Diploma,2.7,79.7,yes,30-60 min,No,Online videos,45.4,54.9,52.5,55,E
402,18,Male,Public,High School,6.5,78.2,yes,>60 min,Yes,Coaching,78.6,86.6,78.4,80.6,C
403,15,Male,Private,No Formal,3.5,70.2,yes,>60 min,Yes,Notes,51.9,59.7,46,56.1,D
404,19,Female,Public,Diploma,5.9,89.1,no,30-60 min,Yes,Notes,89.1,81.1,92.8,88.2,B
405,16,Other,Private,High School,5.8,67.9,yes,15-30 min,No,Textbook,74.9,87.5,83.6,76.2,C
406,17,Female,Private,High School,1.5,73.7,yes,<15 min,Yes,Online videos,52.6,62.2,36.5,48.6,E
407,16,Other,Private,No Formal,0.9,71.3,yes,<15 min,Yes,Mixed,48.3,26.2,38.3,31.9,F
408,14,Female,Private,Graduate,6.8,74.3,no,15-30 min,No,Notes,77.4,71.8,89.9,81.6,C
409,19,Male,Public,Post Graduate,5.8,90,yes,15-30 min,No,Coaching,69.3,73,83,79.9,C
410,14,Female,Public,Post Graduate,1.8,85.5,yes,30-60 min,Yes,Textbook,50.1,34.4,31.9,41,E
411,15,Other,Private,No Formal,5.6,52.1,yes,<15 min,Yes,Group study,62.1,58.2,55.2,58.3,D
412,15,Female,Private,Ph.D,3,74.7,yes,>60 min,Yes,Coaching,60,71.7,45.2,61.2,D
413,15,Male,Public,Graduate,0.9,56.2,yes,>60 min,Yes,Group study,40,37.3,24.3,38.3,F
414,14,Male,Private,Graduate,2.2,86.5,yes,<15 min,Yes,Textbook,39.3,56.9,53.2,44.9,E
415,14,Female,Public,Ph.D,6.2,99.3,yes,>60 min,No,Online videos,94.2,97.4,95.1,80.8,C
416,18,Female,Private,High School,3.4,80.9,yes,30-60 min,No,Mixed,64.4,65.3,51.6,55.1,D
417,19,Female,Private,Graduate,4.6,69,yes,<15 min,No,Notes,72.9,80.2,76.2,70.4,C
418,14,Female,Public,No Formal,1.5,53.6,no,<15 min,Yes,Notes,34.3,46.6,31.7,37.6,F
419,15,Female,Private,Diploma,1.2,66.6,yes,30-60 min,No,Textbook,28.2,46.6,45,45.9,E
420,17,Female,Private,High School,2.3,76.3,yes,>60 min,No,Online videos,66.5,47.9,62.9,58.8,D
421,19,Male,Public,High School,4,94,yes,30-60 min,Yes,Mixed,66.7,77.4,71,65.9,D
422,18,Female,Private,Graduate,6.9,75.6,yes,>60 min,Yes,Online videos,90.1,89,76,80.4,C
423,18,Female,Public,No Formal,6.2,99.2,yes,15-30 min,Yes,Online videos,67.3,67.6,89.8,81.6,C
424,17,Other,Public,Ph.D,1.7,68.5,yes,>60 min,No,Group study,39.7,39.4,29.3,41.3,E
425,16,Other,Private,High School,1,50,yes,>60 min,Yes,Textbook,32,34.4,49.2,34.5,F
426,15,Female,Private,No Formal,2.2,81.4,yes,>60 min,Yes,Online videos,36,50.8,46,54.8,E
427,19,Male,Public,Diploma,6.9,61,yes,<15 min,Yes,Notes,58.8,83.5,79.5,73.9,C
428,18,Male,Private,Diploma,4.4,62.2,no,>60 min,No,Textbook,60.8,66.3,42.9,58.1,D
429,14,Male,Public,Graduate,6.6,50.9,yes,30-60 min,No,Online videos,100,86.2,67.1,79.1,C
430,18,Male,Public,Post Graduate,3.3,76.6,yes,15-30 min,Yes,Group study,66.8,52,37.1,54,E
431,14,Other,Public,Graduate,4.9,62.4,no,>60 min,No,Online videos,42.2,53,47.2,60.4,D
432,18,Male,Public,Graduate,5,99.7,yes,30-60 min,Yes,Group study,87.3,98,97.2,85.4,B
433,18,Male,Private,Post Graduate,5.2,91.8,yes,15-30 min,Yes,Notes,69.8,68,73.5,76.9,C
434,14,Female,Public,Graduate,4,86.1,yes,<15 min,Yes,Notes,63.2,42.4,62.8,56.7,D
435,16,Male,Public,No Formal,2.3,67.7,yes,>60 min,No,Coaching,53.8,50.8,58.3,52.6,E
436,14,Other,Private,Diploma,3.7,53.6,no,15-30 min,No,Group study,52.9,57.7,65.6,59.2,D
437,17,Other,Private,Post Graduate,7.8,83.4,yes,30-60 min,No,Online videos,100,100,100,100,A
438,19,Other,Public,High School,2.5,51.1,yes,<15 min,Yes,Textbook,41.1,48.8,38.2,40.5,E
439,14,Female,Private,Ph.D,5.9,72.1,yes,15-30 min,No,Textbook,84.2,91.1,77.6,81.7,C
440,16,Female,Private,Diploma,7.6,52.6,yes,30-60 min,Yes,Textbook,86.6,93.4,71.9,86.6,B
441,19,Female,Private,High School,4.7,78,yes,15-30 min,No,Group study,67.9,62.6,68.7,67.8,D
442,15,Male,Public,Diploma,4.2,78,no,<15 min,No,Group study,62.7,62.6,61.2,61.8,D
443,14,Female,Public,Graduate,1.4,76.5,yes,15-30 min,No,Online videos,64,50.6,40.5,50.8,E
444,16,Other,Private,Post Graduate,6.1,85.7,yes,>60 min,No,Mixed,90.8,97.4,75.1,81.9,C
445,17,Male,Private,High School,7.3,61.4,no,>60 min,Yes,Online videos,87.5,66,67.6,75.7,C
446,17,Male,Private,High School,7.9,62.1,yes,>60 min,No,Textbook,60.3,75.5,67.8,80.6,C
447,15,Female,Private,No Formal,2,70.8,yes,15-30 min,Yes,Group study,46.2,60.9,57.2,41.9,E
448,19,Female,Private,Diploma,7.4,85.1,yes,>60 min,Yes,Group study,81,100,97.5,91.5,B
449,17,Other,Public,Ph.D,3.3,55.8,no,>60 min,No,Textbook,43.2,41.8,56.8,41.3,E
450,15,Other,Private,Ph.D,5.1,94.3,yes,<15 min,No,Notes,89.3,75.7,86.4,77.5,C
451,19,Other,Public,Graduate,2.2,62.6,yes,15-30 min,No,Group study,26.2,46.3,48.2,37,F
452,19,Female,Public,Graduate,2.4,56.4,yes,>60 min,No,Group study,52.3,60.7,32.5,50,E
453,16,Other,Private,Graduate,5.1,79.9,yes,<15 min,Yes,Notes,69.8,75.3,68.6,75.3,C
454,14,Male,Public,High School,4.1,63.8,yes,15-30 min,No,Online videos,66.8,76.3,68.3,56.7,D
455,17,Female,Private,Diploma,7.7,70.4,no,>60 min,No,Group study,96,92.5,100,93.9,B
456,17,Male,Private,Ph.D,2.5,53.1,yes,<15 min,Yes,Group study,46.3,51.4,58.3,49.5,E
457,14,Other,Private,Graduate,7.1,73.2,yes,30-60 min,No,Textbook,74.4,92,67.4,76.9,C
458,17,Female,Public,High School,4,65.2,no,>60 min,Yes,Group study,64.7,60.5,67.8,61.8,D
459,19,Female,Public,No Formal,1.5,58.5,yes,15-30 min,Yes,Coaching,49.8,50.7,19.9,32.5,F
460,14,Male,Private,Post Graduate,2.3,69.3,no,<15 min,Yes,Mixed,51.1,56.3,47.1,48.5,E
461,18,Other,Public,Ph.D,6.2,88.5,yes,<15 min,Yes,Online videos,91.9,80.9,92,86.9,B
462,14,Female,Private,No Formal,6.7,88.2,yes,>60 min,No,Mixed,90.3,95.5,70.5,80.6,C
463,18,Other,Private,Diploma,0.8,68,yes,<15 min,No,Group study,35.2,32.1,38,36.9,F
464,16,Female,Private,Ph.D,3.6,98.7,yes,>60 min,No,Textbook,52,50.5,59,61.9,D
465,14,Male,Public,High School,4.2,56.3,yes,30-60 min,Yes,Online videos,63.5,62.6,59.7,62.3,D
466,19,Female,Public,High School,5.1,92.7,yes,30-60 min,No,Mixed,81,65.9,67.9,71.9,C
467,14,Female,Public,Diploma,5.4,98.9,yes,30-60 min,No,Group study,79.1,77.4,69.5,79.9,C
468,17,Male,Private,Diploma,6.7,78.6,yes,15-30 min,No,Group study,81,87,82.8,91.4,B
469,15,Male,Private,Diploma,2.6,53,yes,>60 min,No,Online videos,43.7,28.4,39.7,36.9,F
470,19,Other,Public,Ph.D,1.3,96.1,yes,>60 min,No,Coaching,68.8,34.7,38.1,51,E
471,18,Female,Public,Ph.D,1.9,71.8,yes,30-60 min,Yes,Mixed,34.9,42.4,28.9,34.3,F
472,18,Female,Private,Graduate,7.5,58.6,yes,30-60 min,No,Mixed,67,81.2,77.8,75,C
473,16,Female,Private,No Formal,4.6,94.6,yes,30-60 min,Yes,Notes,93.4,89,83,82.8,C
474,16,Other,Private,High School,2.1,71.3,yes,<15 min,Yes,Coaching,45.6,39.1,28.8,36.4,F
475,17,Male,Public,High School,6.4,75,yes,15-30 min,Yes,Group study,82.1,67.5,80.9,76.2,C
476,18,Female,Private,No Formal,4.9,78.6,yes,15-30 min,Yes,Textbook,79.9,81.6,82.8,77.4,C
477,19,Male,Public,Diploma,3.3,95.3,yes,<15 min,No,Coaching,67.8,60,73.6,66,D
478,14,Male,Private,No Formal,0.6,75.2,no,15-30 min,No,Coaching,45.8,23,28.6,30.2,F
479,17,Male,Public,Graduate,6.4,94.4,yes,30-60 min,No,Group study,91.1,64.3,95.8,83.8,C
480,14,Female,Public,High School,5.9,58.5,yes,>60 min,No,Notes,65.4,75.9,61.7,65.9,D
481,15,Female,Private,Post Graduate,2.5,80.8,yes,30-60 min,Yes,Mixed,52.9,41.1,35.5,48.8,E
482,18,Female,Private,Graduate,2.5,76.3,no,>60 min,Yes,Online videos,45.3,53,35.4,46.8,E
483,15,Other,Private,Ph.D,2.5,66.3,yes,30-60 min,Yes,Coaching,43.8,32.5,46.9,45.8,E
484,18,Female,Private,Diploma,5.5,60.6,no,30-60 min,Yes,Coaching,63.9,58.9,54.9,66.2,D
485,16,Female,Public,No Formal,2.7,53.5,yes,30-60 min,No,Textbook,55.8,60.2,57.9,48.6,E
486,15,Other,Public,Ph.D,2.8,63.1,no,<15 min,Yes,Online videos,52.4,63.1,63.5,54.4,E
487,16,Female,Public,High School,3.3,84,no,>60 min,Yes,Notes,60.2,73.2,75.4,60.6,D
488,17,Other,Private,Post Graduate,7.9,63.9,yes,30-60 min,Yes,Group study,81.6,74.8,84.4,79.3,C
489,18,Male,Public,Post Graduate,4,86.4,yes,30-60 min,Yes,Textbook,76.1,57.7,51.8,68.2,D
490,17,Other,Private,Ph.D,3.3,93.8,yes,15-30 min,No,Coaching,73.7,65.6,60.1,61.1,D
491,19,Other,Public,Graduate,4,84.7,yes,>60 min,Yes,Online videos,53.8,44.3,58.7,60,D
492,19,Female,Private,Graduate,5.9,90.3,yes,15-30 min,Yes,Textbook,88.9,77.4,87.9,83.4,C
493,18,Male,Public,Diploma,7.1,78.7,yes,>60 min,No,Online videos,100,90.7,97.2,98.2,A
494,17,Female,Private,Diploma,7.9,97.3,no,>60 min,No,Textbook,100,100,100,98.2,A
495,15,Other,Private,Post Graduate,4.1,88.1,yes,<15 min,No,Mixed,43.1,53.7,57.5,60.2,D
496,16,Female,Public,Graduate,4,66.1,no,>60 min,No,Online videos,50.4,52.4,52.4,50.7,E
497,14,Male,Public,No Formal,3,86.2,yes,>60 min,Yes,Mixed,56.9,41.9,56.8,54.9,E
498,16,Male,Private,Diploma,6.3,83.6,yes,15-30 min,No,Notes,98.3,95.9,86.1,85.3,B
